Catagory,libnum,Title,Composer,Arranger,Copyright,Ensemble,Notes
CS,20,VERY LAST DAY,"STOOKEY, PAUL & YARROW, PETER","SILTMAN, BOBBY",1975,,
LC,561,Can Can for Band,Offenbach,"Simeone, Harry",1963,Concert Band,
EN,58,RADETZKY MARCH,"STRAUSS, JOHANN","SIMMONS, NIGEL",2006,TUBA ENSEMBLE,
LC,429,COUNTRY BAND MARCH,"IVES, CHARLES","SINCLAIR, JAMES B.",1974,Concert Band,
LC,386,"MARRIAGE OF FIGARO, THE","MOZART, W.A.","SLOCUM, EARL",1958,Concert Band,
LC,36,TOCCATA,"FRESCOBALDI, GIROLAMO","SLOCUM, EARL",1956,Concert Band,"MISSING Db PICCOLO; Eb HORN(1,2,3,4)"
LC,289,GOD OF OUR FATHERS,"WARREN, GEORGE","SMITH, CLAUDE T.",1974,Concert Band,
EN,15,12 EASY DUETS FOR WINDS,"MOZART,WOLFGAN AMADEUS ","SMITH, HENRY",1972,TREBLE CLEF DUETS,
EN,86,POLKA,"SHOSTAKOVITCH, DMITRI","SMITH, JERRY NEIL",1973,WOODWIND QUINTET,MISSING BASSOON PART
EN,210,"POLKA FROM ""GOLDEN AGE""",SHOSTAKOVICH,"SMITH, JERRY NEIL",1973,WOODWIND QUINTET,MISSING CLARINET; HORN; SCORE
LC,422,DAVE BRUBECK: A PORTRAIT IN TIME,"BRUBECK, DAVE","SMITH, ROBERT W.",,Concert Band,
LC,567,On This Day Earth Shall Ring,"Holst, Gustav","Smith, Robert W.",2001,Concert Band,
LC,536,"Portrait In Time, A","Brubeck, Dave","Smith, Robert W.",1963,Concert Band,MISSING PICCOLO; BARITONE;
LC,540,"Ragtime, Highlights from","Flaherty, Stephen","Smith, Robert W.",1997,Concert Band,
LC,310,"FEDERAL MARCH (1788), THE","REINAGLE, ALEXANDER","SMITH, ROGER",1975,Concert Band,
LC,312,Major General U.S. Grant's Grand March (1863),"GUNG'L, JOSEPH","SMITH, ROGER",1975,Concert Band,
LC,315,N.Y. LIGHT GUARDS QUICKSTEP (1839),"BROWN, FRANCIS H.","SMITH, ROGER",1975,Concert Band,MISSING SCORE; PICCOLO; 1ST FLUTE; 1ST & 2ND HORNS IN F; SAXOPHONE;CORNETS; OBOE; TROMBONES; PERCUSSION
EN,234,CONTRAPUNCTUS IX,J.S BACH,"SMITH,GLEN",UNKNOWN,TROMBONE QUARTET,
SB,39,IT'S A MOST UNUSUAL DAY,"ADAMSON, HAROLD & MC HUGH, JIMMY","SOCHINSKI, JAMES",1975,JAZZ ENSEMBLE,
CS,7,CAROLINA IN THE MORNING,"DONALDSON, WALTER","SPAETH, SIGMUND",1972,,
LC,585,At a Dixieland Jazz Funeral,,"Spears, Jared",1980,Concert Band,
LC,319,GRANT US THY MERCY (MISERERE MEI),"LOTTI, ANTONIO","SPINNEY, CHARLES RICHARD",1976,Concert Band,
SP,69,LADY OF SPAIN,"EVANS, TOLCHARD","ST.CLAIR, FLOYD J.",1931,,
M,239,MINE EYES HAVE SEEN THE GLORY,HOWE,STEFFE,,,
EN,93,SCARAMOUCHE,"MILHAUD, DARIUS","STEWART, DON",1939,A-SAX SOLO W/ WIND QUINTET,
CS,28,OL' MAN RIVER,"KERN, JEROME & HAMMERSTEIN, OSCAR","STICKLES, WILLIAM",1933,,
CS,25,YOU'LL NEVER WALK ALONE,RODGERS & HAMMERSTEIN,"STICKLES, WILLIAM",1945,,
SB,162,Body and Soul,"Green, John","Stone, George",,Jazz Ensemble,
SB,136,Bahia Alegre,,Strommen,,Jazz Ensemble,
LC,589,Prelude on an American Spiritual,,"Strommen,  Carl",2001,Concert Band,
LC,600,"American Celebration, An",,"Strommen, Carl",2001,Concert Band,
SB,259,"BIG BAND CHRISTMAS, A",,"STROMMEN, CARL",1998,Jazz Ensemble,
M,219,MIR SEIN KIE KAISERJAGER MARSCH,"MUHLBERGER, VON KARL","TANZER, SEPP",,,
LC,291,"MARCH AND GAVOTTE, OP.12 NO. 1 AND 2","PROKOFIEFF, SERGE","TATGENHORST, JOHN",1973,Concert Band,
LC,414,"PORGY AND BESS, THEMES FROM","GERSHWIN, GEORGE","TATGENHORST, JOHN",1972,Concert Band,
M,206,"SINFONIANS, THE","WILLIAMS, CLIFTON","TATGENHORST, JOHN",1976,,
SP,124,"SUMMER OF '42, THEME FROM","LEGRAND, MICHEL","TATGENHORST, JOHN",1972,,
SP,154,TIE A YELLOW RIBBON ROUND THE OLE OAK TREE,"LEVINE,IRWIN & BROWN,L.RUSSELL","TATGENHORST, JOHN",1973,,
SB,6,BLUES IN HOSS FLAT,"BASIE, COUNT",TAYLOR,,JAZZ ENSEMBLE,MISSING VIBES
LC,526,GOD BLESS THE USA,"GREENWOOD, LEE",TAYLOR,,Concert Band,
LC,217,SLIDIN' DOWN THE MISSISSIPPI,VARIOUS,"TAYLOR, CLIFTON",2013,Concert Band,
SB,213,Attitude Dance,"Kupka, Stephen & Castillo, Emilio","Taylor, Mark",1991,Jazz Ensemble,
SB,106,DAT DERE,"TIMMONS, BOBBY","TAYLOR, MARK",1960,JAZZ ENSEMBLE,
SB,295,DAY BY DAY,"CAHN, STORDAHL, & WESTON","TAYLOR, MARK",1997,,
SB,339,FANTASY,"WHITE, MAURICE","TAYLOR, MARK",1997,JAZZ ENSEMBLE,
LC,472,FREEDOM ISN'T FREE,VARIOUS,"TAYLOR, MARK",,Concert Band,
SB,158,Groovin' High,"Gillespie, Dizzy","Taylor, Mark",,Jazz Ensemble,
SB,254,Hello,"Richie, Lionel","Taylor, Mark",1984,Jazz Ensemble,
SB,159,Impressions,"Coltraine, John","Taylor, Mark",,Jazz Ensemble,
SB,249,It Had To Be You,"Jones, Isham","Taylor, Mark",1985,Jazz Ensemble,
SB,51,MY ONE AND ONLY LOVE,"MELLIN, ROBERT & WOOD GUY","TAYLOR, MARK",1980,JAZZ ENSEMBLE,
SB,310,Papa's Got a Brand New Bag,"Brown, James","Taylor, Mark",,Jazz Ensemble,
SB,328,Pick Up the Pieces,"Stuart, Gorrie, Ball, McIntosh, McIntyre, and Dunc","Taylor, Mark",,Jazz Ensemble,
SB,273,"Swing, Swing, Swing","Williams, John","Taylor, Mark",,,
SP,161,WE WERE THERE,BUSKIN-CUNNINGHAM,"TAYLOR, MARK",,,
LC,603,We Were There,Buskin/Cunningham,"Taylor, Mark SFC",,Concert Band,
MC,4,APRIL SHOWERS,"SILVERS, LOUIS","TEAGUE, WILLIAM",1918,Concert Band,
MC,8,BEGIN THE BEGUINE,"PORTER, COLE","TEAGUE, WILLIAM",1941,Concert Band,
SP,96,CAROLINA IN THE MORNING,"DONALDSON, WALTER","TEAGUE, WILLIAM",1941,,
MC,22,"EMBRACEABLE YOU FROM ""GIRL CRAZY""","GERSHWIN, GEORGE","TEAGUE, WILLIAM",1917,Concert Band,
SP,72,IN MY MERRY OLDSMOBILE,"EDWARDS, GUS","TEAGUE, WILLIAM",1941,,
SP,67,IT HAD TO BE YOU,"JONES, ISHAM","TEAGUE, WILLIAM",1944,,
SP,82,MOONLIGHT BAY,"WENRICH, PERCY","TEAGUE, WILLIAM",1942,,
M,62,MOTHER MACHREE,"OLCOTT, CHAUNCEY & BALL, ERNEST R.","TEAGUE, WILLIAM",1915,,
SP,75,MY WILD IRISH ROSE,"OLCOTT, CHAUNCEY","TEAGUE, WILLIAM",1940,,
SP,14,THAT'S AN IRISH LULLABY (TOO-RA-LOO-RA-LOO-RAL),"SHANNON, J.R.","TEAGUE, WILLIAM",1944,,
MC,78,"TOY TRUMPET, THE","SCOTT, RAYMOND","TEAGUE, WILLIAM",1943,Concert Band,
MC,102,"TOYLAND - FROM ""BABES IN TOYLAND""","HERBERT, VICTOR","TEAGUE, WILLIAM",1944,Concert Band,
SP,135,WHEN IRISH EYES ARE SMILING,"BALL, ERNEST R.","TEAGUE, WILLIAM",1940,,
EN,37,TEN SAXOPHONE QUARTETS,VARIOUS,"TEAL, LARRY",1969,SAX QUARTET,
SP,47,BECAUSE,"D'HARDELOT, GUY","TESCHEMACHER, EDWARD",1944,,
EN,106,QUINTET NO. 1,"EWALD, VICTOR","THOMAS, DAVID R.",1992,BRASS QUINTET,MISSING SCORE
EN,120,QUINTET NO. 3,"EWALD, VICTOR","THOMAS, DAVID R.",1997,BRASS QUINTET,MISSING SCORE
LC,378,LOHENGRIN GRAND SELECTION,"WAGNER, RICHARD","TOBANI, THEO. M.",1898,Concert Band,
SB,280,Manteca,Gillespie,Tomaro,,,
SB,104,Blues Closer,"TOMARO, M.","TOMARO, M.",,JAZZ ENSEMBLE,
SB,105,Blues Exit Music,"TOMARO, M.","TOMARO, M.",,JAZZ ENSEMBLE,
SB,54,OPENER '89,"TOMARO, M.","TOMARO, M.",,JAZZ ENSEMBLE,
SB,291,I COULD WRITE A BOOK,RODGERS/HART,"TOMARO, MIKE",2001,,
SB,300,THERE WILL NEVER BE ANOTHER YOU,WARREN & GORDON,"TOMARO, MIKE",1997,,
EN,43,THREE FANFARES,"NEUKOMM, SIGISMUND","TOWNSEND, DOUGLAS",1965,TRUMPET QUARTET,
SB,261,In The Mood,"Garland, Joe","Tyzik, Jeff",,Jazz Ensemble,
M,215,"MARINES' HYMN, THE",,"VAN LOOCK, EDWARD M.",,,
EN,216,CHRISTMAS FLUTE DUETS,VARIOUS,VARIOUS,,FLUTE DUET,BEATLES MEDLEY
EN,213,CHRISTMAS PACKET - BRASS QUINTET,VARIOUS,VARIOUS,,BRASS QUINTET,1ST TRUMPET 
EN,213,CHRISTMAS PACKET - BRASS QUINTET,VARIOUS,VARIOUS,,BRASS QUINTET,2ND TRUMPET
EN,213,CHRISTMAS PACKET - BRASS QUINTET,VARIOUS,VARIOUS,,BRASS QUINTET,HORN
EN,213,CHRISTMAS PACKET - BRASS QUINTET,VARIOUS,VARIOUS,,BRASS QUINTET,TROMBONE
EN,213,CHRISTMAS PACKET - BRASS QUINTET,VARIOUS,VARIOUS,,BRASS QUINTET,TUBA
EN,215,NATIONAL GUARD CONVENTION HYMNS,VARIOUS,VARIOUS,,BRASS QUINTET,1ST TRUMPET
EN,215,NATIONAL GUARD CONVENTION HYMNS,VARIOUS,VARIOUS,,BRASS QUINTET,2ND TRUMPET
EN,215,NATIONAL GUARD CONVENTION HYMNS,VARIOUS,VARIOUS,,BRASS QUINTET,HORN
EN,215,NATIONAL GUARD CONVENTION HYMNS,VARIOUS,VARIOUS,,BRASS QUINTET,TROMBONE
EN,215,NATIONAL GUARD CONVENTION HYMNS,VARIOUS,VARIOUS,,BRASS QUINTET,TUBA
EN,222,REAL BOOK,VARIOUS,VARIOUS,1987,JAZZ COMBO,"2-TREBLE CLEF ""C""; 1-BASS CLEF; 3-""BLUES IN GREEN"" TREBLE CLEF ""C; 1-""Eb"""
EN,228,SWING CLASSIC FOR JAZZ ENSEMBLE,VARIOUS,VARIOUS,,JAZZ ENSEMBLE,
LC,345,"ON STAGE WITH COLE PORTER, A MEDLEY FOR CONCERT BA","PORTER, COLE","VARRINGTON, JOHN",1963,Concert Band,
EN,171,AMERICAN REVOLUTIONARY WAR MEDLEY,TRADITIONAL,"VILLANUEVA, JARI",1989,BRASS QUINTET,
EN,137,ARMED FORCES SALUTE,VARIOUS,"VILLANUEVA, JARI",1991,BRASS QUINTET,MISSING SCORE
EN,145,ENGLISH FOLK SONG SUITE,"WILLIAMS, RALPH VAUGHAN","VILLANUEVA, JARI",1999,BRASS QUINTET,
EN,172,ENGLISH FOLK SONG SUITE,"WILLIAMS, RALPH VAUGHAN","VILLANUEVA, JARI",2008,BRASS QUINTET,
EN,75,GOIN' HOME,"DVORAK, ANTON","VILLANUEVA, JARI",1996,BRASS QUINTET,
EN,134,SIMPLE GIFTS,TRADITIONAL,"VILLANUEVA, JARI",1993,BRASS QUINTET,
EN,132,"THUNDERER, THE","SOUSA, JOHN PHILIP","VILLANUEVA, JARI",1997,BRASS QUINTET,MISSING SCORE
EN,129,AMERICA THE BEAUTIFUL,"WARD, SAMUEL ","VILLANUEVA, JARI A.",1996,BRASS QUINTET,MISSING SCORE
EN,127,ARMED FORCES SALUTE,TRADITIONAL,"VILLANUEVA, JARI A.",1991,BRASS QUINTET,MISSING SCORE
EN,125,EL CAPITAN,"SOUSA, JOHN PHILIP","VILLANUEVA, JARI A.",1993,BRASS QUINTET,MISSING SCORE
EN,110,GOD BLESS AMERICA,"BERLIN, IRVING","VINSON, JOHNNIE",2011,FLEX BAND,
LC,590,GOD BLESS THE U.S.A.,"GREENWOOD, LEE","VINSON, JOHNNIE",1984,Concert Band,
LC,623,PIE IN THE FACE POLKA,"MANCINI, HENRY","VINSON, JOHNNIE",2012,Concert Band,
EN ,25,SMOKE ON THE WATER,"BLACKMORE, RITCHIE","VINSON, JOHNNIE",2010,LOW BRASS ENSEMBLE,MISSING DRUMS
EN,149,ENSEMBLE REPERTOIRE FOR WW QUINTET,VARIOUS,VOXMAN & HERVIG,1960,WOODWIND QUINTET,
EN,155,SELECTED DUETS FOR FRENCH HORN,VARIOUS,"VOXMAN, H.",1958,FRENCH HORN DUETS,
CS,31,MAY GOD GRANT YOU PEACE,"BACH, J.S.","VREE, MARION",1971,,
LC ,622,LET THERE BE PEACE,"MILLER, SY & JACKSON, JILL","WAGNER, DOUGLAS",2011,Concert Band,
MB,7,TIPPS METHOD,"HOVEY, NILO","WALKER, MARK",1959,BAND METHOD ,
LC,562,Midnight Sleighride,"Sauter, E. & Finegan, W.","Wallace, Tom",,Concert Band,
M,118,DOWN SOUTH MARCH,"MYDDLETON, W.H.","WALTERS, HAROLD",1961,,
LC,215,"GYPSY BARON, THE  (MARCH PARAPHRASE)","STRAUSS, JOH.","WALTERS, HAROLD",1950,Concert Band,
LC,193,"SYMPHONY NO. 5 IN E MINOR (""FROM THE NEW WORLD"")","DVORAK, ANTONIN","WALTERS, HAROLD",1950,Concert Band,
LC,210,TROIKA (FROM LIEUTENANT KIJE SUITE),"PROKOFIEFF, SERGE","WALTERS, HAROLD",1956,Concert Band,MISSING 3RD & 4TH Eb HORN PARTS
LC,220,"AFTERNOON OF A FAUN, THE","DEBUSSY, CLAUDE","WALTERS, HAROLD L.",1950,Concert Band,MISSING 1ST HORN
SP,150,CHRISTMAS GREETINGS MARCH,,"WALTERS, HAROLD L.",,,
LC,262,GALLITO PASO DOBLE,"LOPE, SANTIAGO","WALTERS, HAROLD L.",1961,Concert Band,
SP,54,GOD OF OUR FATHERS,"WARREN, GEORGE","WALTERS, HAROLD L.",1959,,
EN,124,HYMNS FOR BRASS,TRADITIONAL,"WALTERS, RICK",1990,BRASS QUINTET,
M,239,O BEAUTIFUL FOR SPACIOUS SKIES,BATES,WARD,,,
LC,347,"FIDDLER ON THE ROOF, HIGHLIGHTS FROM","BOCK, JERRY","WARRINGTON, JOHN",1965,Concert Band,
SP,74,LOVE IS BLUE,"POPP, ANDRE","WARRINGTON, JOHN",1967,,
SP,83,MISTY,"BURKE, JOHNNY & GARNER, ERROLL","WARRINGTON, JOHN",1966,,
LC,205,"PINK PANTHER, THE","MANCINI, HENRY","WARRINGTON, JOHN",1964,Concert Band,
SP,132,"STRIPPER, THE","ROSE, DAVID","WARRINGTON, JOHN",1967,,
SP,144,WHAT THE WORLD NEEDS NOW IS LOVE,"BACHARACH, BURT & DAVID, HAL","WARRINGTON, JOHN",1968,,
LC,280,CONCERT BAND MEDLEY,"MANCINI, HENRY","WARRINGTON, JOHNNY",1966,Concert Band,
EN,44,JUMP SWING FEVER,"PRIMA, LOUIS","WASSON, JOHN",1999,BRASS QUINTET,MISSING HORN
LC,549,Jump Swing Fever,,"Wasson, John",,Concert Band,
EN,143,AVE VERUM,"MOZART, W.A.","WATKIN, FEN",1986,BRASS QUINTET,"MISSING 2ND HORN, TROMBONE, TUBA"
SB,278,I Love Beach Music,,Wentzky,,,
SB,124,Soon It's Gonna Rain,,"Wentzky, Steve",,JAZZ ENSEMBLE,
EN,16,MARCH FROM SECOND SUITE IN F,"HOLST, GUSTAV","WERDEN,DAVID",2007,TUBA ENSEMBLE,
EN,98,THE CIRUS BEE,"FILLMORE, HENRY","WERDEN,DAVID",2006,BRASS QUINTET,
LC,25,"ELLINGTON PORTRAIT, AN","ELLINGTON, DUKE","WERLE, FLOYD",1965,Concert Band,
LC,222,"GOLDEN TANGO, THE","SILVESTER, V./WILSON, E.","WERLE, FLOYD E.",1953,Concert Band,
M,149,HOT SANDS MARCH,"JONES, HEYWOOD S.","WHEELER, ROLAND C.",,,
LC,98,IN THEE IS GLADNESS,"BACH, J.S.","WHITNEY, MAURICE C.",1956,Concert Band,MISSING 1ST FLUTE;BASS CLARINET; BASSOON
SB,5,"BLUES FOR BIG ""E""","WILKINS, ERNIE","WILKINS, ERNIE",1979,JAZZ ENSEMBLE,
EN,202,YESTERDAY,LENNON & MCCARTNEY,"WILLIS, ROB",1998,BRASS QUINTET,MISSING SCORE
MC,88,"LAST SPRING, THE - OP.34 NO.2","GRIEG, EDVARD","WILSON, GEORGE C.",1945,Concert Band,
CS,30,SCARBOROUGH FAIR,,"WILSON, JOHN F.",1971,,
SB,118,LUSH LIFE,"STRAYHORN, BILLY","WILSON, PHIL",1949,JAZZ ENSEMBLE,
SB,47,"MERCY, MERCY, MERCY",,"WILSON, PHIL",,JAZZ ENSEMBLE,Missing all parts
SB,82,THAD,"WILSON, PHIL","WILSON, PHIL",1987,JAZZ ENSEMBLE,
LC,22,AMPARITO ROCO,"TESIDOR, JAMIE","WINTER, AUBREY",1935,Concert Band,
LC,331,EGMONT OVERTURE,"BEETHOVEN, L.","WINTERBOTTOM, FRANK",1924,Concert Band,
CS,23,"HIDE NOT THOU THY FACE FROM US, O LORD","FARRANT, RICHARD","WOLF, S. DRUMMOND",1973,,
SB,141,Brazil,,Wolpe,,Jazz Ensemble,
SB,143,Caravan,,Wolpe,,Jazz Ensemble,
SB,167,Almost Like Being In Love,,"Wolpe, Dave",,Jazz Ensemble,
EN,227,BELWIN JAZZ COMBO COLLECTION,VARIOUS,"WOLPE, DAVE",2006,JAZZ ENSEMBLE,
SB,166,Cherokee,,"Wolpe, Dave",,Jazz Ensemble,
SB,179,Don't Blame Me,"McHugh, Jimmy","Wolpe, Dave",1959,Jazz Ensemble,
SB,199,I Can't Stop Loving You,"Gibson, Don","Wolpe, Dave",,Jazz Ensemble,
SB,37,I'M GETTIN' SENTIMENTAL OVER YOU,"WASHINGTON, NED & BASSMAN, GEORGE","WOLPE, DAVE",1932,JAZZ ENSEMBLE,MISSING SCORE
SB,38,In A Mellow Tone,"Ellington, Duke","Wolpe, Dave",,JAZZ ENSEMBLE,
SB,352,MACK THE KNIFE,"WEILL, KURT","WOLPE, DAVE",1999,JAZZ ENSEMBLE,
SB,191,Misty,"Garner, Erroll","Wolpe, Dave",1983,Jazz Ensemble,
SB,325,My Funny Valentine,"Rogers, Richard","Wolpe, Dave",1998,Jazz Ensemble,
SB,330,Someone to Watch Over Me,"Gershwin, George & Gershwin, Ira","Wolpe, Dave",1996,Jazz Ensemble,
SB,250,Star Dust,"Carmichael, Hoagy","Wolpe, Dave",1929,Jazz Ensemble,
SB,79,"Stars and Stripes Forever, The","SOUSA, JOHN PHILIP","WOLPE, DAVE",,JAZZ ENSEMBLE,
SB,312,STELLA BY STARLIGHT,"YOUNG, V.","WOLPE, DAVE",1988,Jazz Ensemble,
SB,265,When The Saints Go Marching In,,"Wolpe, Dave",,Jazz Ensemble,
SB,66,SACKBUT CITY,"WRIGHT, RAYBURN","WRIGHT, RAYBURN",1981,JAZZ ENSEMBLE,
M,105,AMERICAN MELODIES - SERIES II,,"YODER, PAUL",1935,,
M,125,ANCHORS AWEIGH,"MILES, ALFRED H. & ZIMMERMANN, CHAS","YODER, PAUL",1907,,
MC,107,ARGENTINA - PASO DOBLE,"DAMERELL, S.J. & EVANS, T.","YODER, PAUL",1944,Concert Band,
M,31,"ARMY GOES ROLLING ALONG, THE","ARBERG, H.W.","YODER, PAUL",1956,,
MC,10,BLUE SKIES,"BERLIN, IRVING","YODER, PAUL",1941,Concert Band,
M,129,BONNIE BLUE GAL,"ENGVICK, WM. & CAVANAUGH, JESSIE","YODER, PAUL",1955,,
LC,41,"CAMELOT, HIGHLIGHTS FROM","LOEWE, FREDERICK","YODER, PAUL",1961,Concert Band,
M,105,DIXIE,"EMMETT, DAN D.","YODER, PAUL",1935,,
LC,85,GIT ON BOARD,,"YODER, PAUL",1951,Concert Band,
MC,64,KNIGHTSBRIDGE MARCH (IN TOWN TONIGHT),"COATES, ERIC","YODER, PAUL",1933,Concert Band,
M,105,MY OLD KENTUCKY HOME,"FOSTER, STEPHEN C.","YODER, PAUL",1935,,
M,207,NATIONAL FENCIBLES MARCH,"SOUSA, J.P.","YODER, PAUL",1945,,
MC,51,NIGHT AND DAY,"PORTER, COLE","YODER, PAUL",1940,Concert Band,
M,105,OLD FOLKS AT HOME,"FOSTER, STEPHEN C.","YODER, PAUL",1935,,
SP,152,"OLD GREY MARE, THE",,"YODER, PAUL",1936,,
M,12,ON THE SQUARE MARCH,"PANELLA, FRANK","YODER, PAUL",1942,,
MC,55,ONWARD CHRISTIAN SOLDIERS - FANTASIE,"SULLIVAN, ARTHUR","YODER, PAUL",1942,Concert Band,
MC,58,"PORGY AND BESS, HIGHLIGHTS FROM","GERSHWIN, GEORGE","YODER, PAUL",1952,Concert Band,
SP,26,RAINDROPS KEEP FALLIN' ON MY HEAD,"BACHARACH, BURT & DAVID, HAL","YODER, PAUL",1970,,
M,185,SOUND OFF (DUCKWORTH CHANT),"DUCKWORTH, WILLIE LEE","YODER, PAUL",1950,,
SP,35,SOUTH RAMPART STREET PARADE,"BAUDUC, R. & HAGGART, BOB","YODER, PAUL",1938,,
SP,17,"SWINGIN' SHEPHERD BLUES, THE","ROBERT, JACOBSON, AND KOFFMAN","YODER, PAUL",1958,,
LC,208,TAKE FIVE,"DESMOND, PAUL","YODER, PAUL",1960,Concert Band,
MC,79,TEA FOR TWO,"YOUMANS, VINCENT","YODER, PAUL",1940,Concert Band,
SP,149,TIGER RAG,,"YODER, PAUL",1945,,
LC,365,VELVETTE,CATIZONE,"YODER, PAUL",1960,Concert Band,
LC,244,VINCENT YOUMANS FANTASY,,"YODER, PAUL",1952,Concert Band,
MC,95,"WALTZ MEDLEY, A",,"YODER, PAUL",1942,Concert Band,
SP,136,WASHINGTON AND LEE SWING,"ALLEN,THORNTON W. & SHEAFE,M.W.","YODER, PAUL",,,
SP,91,"WIFFENPOOF SONG, THE (BAA! BAA! BAA!)","MINNIGERODE, POMEROY, & GALLOWAY","YODER, PAUL",1947,,
M,3,YOU'RE A GRAND OLD FLAG,"COHAN, GEORGE M.","YODER, PAUL",1954,,NOT IN FILE CABINET
SB,122,TEMPLET,,"ZITO, TORRIE",1972,JAZZ ENSEMBLE,
POP,5,123,LEN BARRY,,1962,POP/ROCK BAND,
LC,582," Soldier, The","Ployhar, James D.",,2000,Concert Band,
LC,599,"""'Til Men No Longer Die In War""","Hosat, James L.",,2004,Concert Band,
EN,182,150 INTONATION EXERCIES FOR BRASS,"REYNOLDS, VERNE",,1985,BRASS QUINTET,
LC,356,23 SKIDOO!,"WHITCOMBE, KENNETH",,1977,Concert Band,
MB,22,70 STUDIES FOR Bb TUBA VOLUME I,"BLAZHEVICH, VLADISLAV",,,Bb TUBA METHOD,
MB,23,70 STUDIES FOR Bb TUBA VOLUME II,"BLAZHEVICH, VLADISLAV",,,Bb TUBA METHOD,
EN,59,A CENTENNIAL FANFARE,"ZDECHLIK, JOHN",,2002,BRASS CHOIR,
EN,63,A TIME FOR  JAZZ,"SPEARS, JARED",,1975,PERCUSSION OCTET,
EN,107,ADIRONDACK BRASS RAG,"FRACKENPOHL, ARTHUR",,1988,BRASS QUINTET,MISSING SCORE
EN,71,ALBUM LEAF,"SCARMOLIN, A. LOUIS",,1965,HORN QUARTET,
M,1,ALGERIA MARCH,"KING, K.L.",,,,MISSING ALL PARTS
M,124,ALL AMERICA MARCH,"TAYLOR, J.S.",,1932,,
M,127,ALL AMERICAN MARCH,"KELLER, DON",,,,
POP,6,ALL SHE WANTS TO DO IS DANCE,DON HENLEY,,1984,POP/ROCK BAND,
EN,30,ALLA SARABANDA,"GRIMM, C. HUGO",,1937,CLARINET AND BASSOON,
LC,29,ALMA MATER,"ANDERSON, LEROY",,1956,Concert Band,
SB,241,Along The Santa Fe Trail,,,,Jazz Ensemble,
POP,7,AM I THE SAME GIRL,SWING OUT SISTER,,1992,POP/ROCK BAND,
M,128,AMERICAN BROTHERHOOD MARCH,"PANELLA, FRANK",,,,
LC,11,AMERICAN CIVIL WAR FANTASY,"BILIK, JERRY",,1961,Concert Band,MISSING SCORE
SB,101,"American Express, The","BROOKMEYER, BOB",,1980,JAZZ ENSEMBLE,
LC,544,American Faces,"Holsinger, David R.",,1995,Concert Band,
LC,17,AMERICAN FLOURISH,"SMITH, ROBERT",,2009,Concert Band,MISSING SCORE
LC,447,AMERICAN FOLK RHAPSODY NO.1,"GRUNDMAN, CLARE",,1948,Concert Band,
LC,456,AMERICAN FOLK RHAPSODY NO.2,"GRUNDMAN, CLARE",,1959,Concert Band,
LC,461,AMERICAN FOLK RHAPSODY NO.4,"GRUNDMAN, CLARE",,1977,Concert Band,
LC,6,AMERICAN FOLK SUITE,"WALTERS, HAROLD",,1955,Concert Band,MISSING ALL MUSIC
LC,14,AMERICAN HERITAGE,"PLOYHAR, JAMES",,1955,Concert Band,
LC,551,American Jazz Suite,"Vizzutti, Allen",,1994,Concert Band,
M,45,AMERICAN LEGION MARCH,"PARKER, CHARLES",,,,
LC,13,AMERICAN MINSTRELS,"HOWARD,COL GEROGE/KEPNER, FRED",,1965,Concert Band,
LC,388,AMERICAN OVERTURE FOR BAND,"JENKINS, JOSEPH WILLCOX",,1955,Concert Band,
LC,605,American Pageant,"Knox, Thomas",,1987,Concert Band,
MC,1,AMERICAN PATROL,"MEACHAM, F.W.",,1919,Concert Band,
M,23,"AMERICAN RED CROSS MARCH, THE","PANELLA, LOUIS",,,,
LC,588,American Rhapsody,"McGinty, Anne",,2003,Concert Band,
LC,587,"American Rhapsody, No. 3","Grundman, Clare",,1970,Concert Band,
LC,370,AMERICAN SEA RHAPSODY,"CACAVAS, JOHN",,1975,Concert Band,
M,226,AMERICAN SOLDIER,"MYERS, FRANCIS A.",,,,
LC,298,"AMERICAN SUITE, THE","HOLCOMBE, WILFORD LAWSHE",,1974,Concert Band,
M,123,AMERICANS WE MARCH,"FILLMORE, HENRY",,1929,,
EN,161,AMPARITO ROCO,"DALMAU, JAIME",,,BRASS QUINTET,MISSING SCORE
LC,543,An American Portrait,"Swearingen, James",,1998,Concert Band,
LC,371,AN EPIC EXPEDITION,"DEJONGE, RICK",,2008,Concert Band,
MC,6,ANNIE LAURIE FANTASIA,"SMITH, CLAY",,,Concert Band,
MB,26,ARBAN'S EXCERPTS FOR TUBA,ARBAN-PRESCOTT,,,Eb & Bb TUBA METHOD,
MC,5,ARCADIA OVERTURE,"LAURENS, A.M.",,,Concert Band,
LC,19,ARMADA (OVERTURE),"BENNETT, DAVID",,1956,Concert Band,
M,213,ARMED FORCES ON PARADE (1),,,,,
M,214,ARMED FORCES ON PARADE (2),,,,,
M,26,ARMY OF THE NILE,"ALFORD, KENNETH J.",,1941,,
LC,565,As All The Heavens Were A Bell,"Bocook, Jan",,2002,Concert Band & Opt C,
LC,381,ATLANTIC ZEPHYRS NOVELETTE,"SIMONS, GARDELL",,1915,Concert Band,
LC,344,ATLANTIS (THE LOST CONTINENT),"SAFRANEK, V.F.",,1913,Concert Band,
SB,299,AUGUSTA NIGHTS,"JARVIS, JEFF",,2000,,
M,233,AULD LANG SYNE,,,,,
LC,418,AUSTRALIAN VARIANT SUITE,"CURNOW, JIM",,1985,Concert Band,
